text,target
STBYFLOWLIMITHTGSP,dischargeFlowStandbyHeatSp
SUPP_ENTHALPY,dischargeEnthalpy
RETURN_AIR_REL_HUMIDITY,returnHumidity
SAIR_TEMP_SP,dischargeTempSp
ZN-TEMP,zoneTemp
RA_FAN_COMMAND,returnFanEnable
SUPAIR,dischargeFlow
BoilerLoopPumpStatus,heatingCoilPumpStatus
humidifier-sp-enable,humidifierEnableSp
ZN-LIGHT-SP-VALUE,zoneLightLevelSp
GAS_PRESS_FAIL_LOW,gasPressureLoAlarm
rtnco2,returnCO2
ZONE-VOC-LVL-ALM,zoneVOCLevelAlarm
ZN_NO_MAX_SP,zoneNOMaxSp
occupied_heating_sp_offset,occupiedHeatSpOffset
saf_output_status,dischargeFanStatus
SpaceLoSPT,zoneTempLoSp
chiller2_fault,chillerFault
ROOM-HTG-SP,zoneHeatSp
STM-VLV-CTRL,steamValve
SpaceFlushStatus,zonePurgeStatus
DISCH_FAN_OUTPUT,dischargeFanSpeed
zoneTempMin_SetPoint,zoneTempMinSP
MXD_DMPR_CMD,mixedDamper
WHL-OAF-STATUS,wheelOutsideFanStatus
supply_air_smoke_dmpr,dischargeSmokeDamper
cond_byp_vlv_cmd,condBypassValve
CHW-V,coolingValve
ZN-SETPT-TRIM,zoneTempSpOffset
SAIR_DEW_HI_SPT,dischargeDewpointHiSp
cond_byp_valve_feedback,condBypassValveFb
BLR_PMP_LIVE_STATUS,heatingCoilPumpStatus
RET_AIR_DMPR,returnDamper
SUPPLY_FAN_RUNTIME,dischargeFanRuntime
RM-HUMID-MIN-SP,zoneHumidityMinSp
RM-SO2-LEVEL,zoneSO2
zn_voc_hi_sp_active,zoneVOCHiSp
oa_whl_fan_sts,wheelOutsideFanStatus
supply_fan_on,dischargeFanStatus
VFD_LOCAL_MODE_SA,dischargeFanHandMode
dehumidify_enable_override,dehumidEnableOvr
exhaustFanAlarm,exhaustFanAlarm
FILTER_TRIPPED,unitFilterAlarm
ZN_CO_2,zoneCO2
DISCHARGE_FLW,dischargeFlow
TEMP_AVERAGE_SP_ZN,zoneTempAvgSp
ZN_P_HI_ALARM,zonePressureHiAlarm
DEHUMIDIFICATION_DMD,dehumidDemand
ch1_fault,chillerFault
byp_valv_fb,bypassValveFb
cond-pmp-override,condPumpOvr
WHLRUNTIME,wheelRuntime
DA_STBY_CFM_SP_HTG,dischargeFlowStandbyHeatSp
STBY_HTG_TEMP_SP,standbyHeatSp
cmd_sp_discharge_enthalpy,dischargeEnthalpySp
CHILL_WATER_OUT_FLOW,evapLeavingFlow
CWS_T,evapLeavingTemp
VOCZONE,zoneVOC
coldDeckPositionFb,coldDeckDamperFb
RoomPressureHiAlm,zonePressureHiAlarm
DEHUM-STS,dehumidifierStatus
RM_IAQ_DB,zoneVOCDb
RA-FLOW_METER,returnFlow
ACCUM_KVARH,energyReactive
FAN_OUTPUT_REF_SP_SA,dischargeFanSpeedSp
ECON_DPT_EN_THRESH,econEnableDewpointSp
SA_FLOW_MIN_CLG_SP,dischargeFlowCoolMinSp
SA_CLG_SP_MIN,dischargeTempCoolMinSp
ZN-O2,zoneO2
HW_PMP_FAIL,heatingCoilPumpAlarm
SUP_FAN_FLOW_SP,dischargeFlowSp
DISCHCO2,dischargeCO2
supplyRH,dischargeHumidity
TEMP_EVAP_BYP,evapBypassTemp
DAF_SPD_SP,dischargeFanSpeedSp
min_oas_pos_cmd,minOutsideDamper
cmp-control,comp
OA-HI-BREAKPOINT,outsideTempHiSp
occupiedClgSetPtOffset,occupiedCoolSpOffset
O2_ZONE_LEVEL,zoneO2
coldDeckAirFlow,coldDeckDischargeFlow
SUPAIR_CLG_MIN_SP,dischargeTempCoolMinSp
zn_so2_alert,zoneSO2LevelAlarm
min-outside-damper-ovr,minOutsideDamperOvr
hvac_mode_selection,hvacMode
DA_STBY_COOL_FLOW_SP,dischargeFlowStandbyCoolSp
returnAirDamper,returnDamper
TOTAL_KWH,energy
AvgOutsideAirTemp,outsideTempAvg
sup_fan_fault,dischargeFanFault
PRESS_DB_SPACE,zonePressureDb
SPC-N2-S,zoneN2
Zone_VOC,zoneVOC
cwp-1-fault,condPumpFault
ZN-TEMP-HIGH-SP,zoneTempHiSp
WTR-LEAK-ALM,waterLeakAlarm
COND-BYPASS-VALVE-CMD,condBypassValve
CHILL_WTR_PMP_CMD,evapPumpEnable
zoneIAQDeadband,zoneVOCDb
Room-SO2-ALM,zoneSO2LevelAlarm
CHW_SUP_TEMP_SNSR,evapLeavingTemp
SAF_KILO_WATT_HOURS,dischargeFanEnergy
DA-HI-PRES-SP,dischargePressureHiSp
SF_Enable,dischargeFanEnable
MAX_SUPPLY_TMP_SPT,dischargeTempMaxSp
hvac_cmd_mode,hvacMode
ZONETEMP-SP,zoneTempSp
whl_oafan_cmd,wheelOutsideFanSpeed
SPACE_PRESS_HIGH_ALARM,zonePressureHiAlarm
DA-STATIC,dischargePressure
OccupiedHeatSetpointOffset,occupiedHeatSpOffset
Room-P-LO-ALM,zonePressureLoAlarm
htgValvePosition,heatingValveFb
comp-en,compEnable
zone-state,zoneStatus
zoneHumiditySP,zoneHumiditySp
zn-pm4-snsr,zonePM4
ZN_P_MAX_SP,zonePressureMaxSp
wheel-return-fan,wheelReturnFan
CHW_PUMP_STATUS,evapPumpStatus
BLR2_PMP_STS,heatingCoilPumpStatus
occ_htg_sp_spt,occupiedHeatSp
condpump,condPump
SUPPLY_AIR_PRESSURE,dischargePressure
UNOCC_HTG_SETPOINT,unoccupiedHeatSp
ZNH-MAX-SP,zoneHumidityMaxSp
HTG_SP_SB,standbyHeatSp
SA_HI_LIMIT_SP,dischargeTempHiSp
ICampMax,currentPhaseCMax
DISCHTEMP_MAX_SP,dischargeTempMaxSp
BYPASS_FLOW_GPM_THROUGH_EVAP,evapBypassFlow
CLG_ENABLE,coolingEnable
DISCH_DPT_HIGH_SP,dischargeDewpointHiSp
occ_clg_setpoint_local,occupiedCoolSpLocal
NO_SPC_MIN_SETPT,zoneNOMinSp
CWR-T,condEnteringTemp
OutsideAirTempTrend,outsideTempAvg
RM-PM10-VALUE,zonePM10
FAN_FREQ_OUTPUT_SA,dischargeFanFrequency
dehum-enable-setpoint,dehumidEnableSp
BOILER_ENABLE_OUT,boilerEnable
Zone-Humidity,zoneHumidity
CHW_PMP_ERR,evapPumpAlarm
economizer_enable_signal,econEnable
humidifier_on_command,humidifier
FLT_ALM,unitFilterAlarm
SF-O,dischargeFanSpeed
APP_ENERGY_METERED,energyApparent
manual_override_SA_damper,dischargeDamperOvr
dehumd_demand,dehumidDemand
boxFlowCoeff,kFactor
occ_htg_pt_sp_offset,occupiedHeatSpOffset
wheel-ret-fan-cmd,wheelReturnFan
DISCHARGE_DPT_THRESH_SP,dischargeDewpointSp
AIRFLOW_HTG_MAX_SP,dischargeFlowHeatMaxSp
ZONECLG_ACTIVE_SP,zoneCoolSp
whl_ret_fan_rn_time,wheelReturnFanRuntime
OUTDOOR_AIR_TEMP_AVG,outsideTempAvg
sa_iso_dmpr,dischargeIsoDamper
DAF-O,dischargeFanSpeed
dis_smoke_dmpr_output,dischargeSmokeDamper
econ-logic-mode,econMode
zone_voc_db_sp,zoneVOCDb
ZoneTmpSP,zoneTempSp
RA-FAN-DRIVE-STATUS,returnFanStatus
PRESS_MAX_SP_RM,zonePressureMaxSp
BLRSTATUS,boilerStatus
dehumidifier-flt,dehumidifierFault
SPACE_PRESS_LOW_ALARM,zonePressureLoAlarm
SA-PRESS-HIGH-SP,dischargePressureHiSp
cwp1SpeedFeedback,condPumpSpeedFb
zone-hum,zoneHumidity
DRIVE_ALARM_STATUS_FB,driveAlarm
heating_stby_airflow_sp,dischargeFlowStandbyHeatSp
Phase_B_Current_Max,currentPhaseBMax
blr1_alarm,boilerAlarm
RM-STAT,zoneStatus
dis_temp_sensor_error,dischargeTempFault
EF_STATUS,exhaustFanStatus
spc_temperature,zoneTemp
DISCHARGE_DEHUMIDIFICATION_SP,dischargeDehumidSp
cond_stat,condStatus
econo-spt,econEnableSp
supplyAirCoolingTarget,dischargeTempCoolSp
whl_retfan_flt,wheelReturnFanFault
dischargeStatPressSp,dischargePressureSp
dehum-enable-sp,dehumidEnableSp
N2_ZN_PERCENT,zoneN2
cond_byp_temp,condBypassTemp
zoneHum,zoneHumidity
SA_LOW_TEMP_ALM,dischargeTempLoAlarm
lowTempLimAlarm,lowLimitAlarm
dis_fan_hand_mode,dischargeFanHandMode
compressor-start,comp
coolEnableStatus,coolingStatus
COLDDECKDAMPER,coldDeckDamper
SP_CLG_STBY_FLOW_LIMIT,dischargeFlowStandbyCoolSp
dis_air_smk_dmpr,dischargeSmokeDamper
compPrealert,compWarning
CH1ALM,chillerAlarm
WHEEL_RF_C,wheelReturnFan
HUM_SPC_HI_ALM_SENSOR,zoneHumidityHiAlarm
EMERGENCY-SHUTDOWN,emergencyShutdown
UNIT-STATUS,unitStatus
OutsideAirTempHiLimit,outsideTempHiSp
SUPAIR_HTG_SP,dischargeTempHeatSp
RA_DMPR_CTRL,returnDamper
CHW_VALVE_POSITION_FB,coolingValveFb
CHWP_STATUS_FB,evapPumpStatus
CHILLWATER_PUMP_CMD,evapPumpEnable
cwPump1Ovr,condPumpOvr
cond1BypFlow,condBypassFlow
LIGHT_SPC_LUX_SP,zoneLightLevelSp
SF_BYPASS_CMD,dischargeFanBypass
RAIRFLOWSETPOINT,returnFlowSp
supplySmokeAlarmSignal,dischargeSmokeAlarm
SA_HEAT_MAX_SP,dischargeTempHeatMaxSp
zoneVOCMinSetpoint,zoneVOCMinSp
humidifier-command,humidifier
Space_VOC_Hi_Alarm,zoneVOCHiAlarm
COMPRESSOR_FAULT,compFault
SPCТЕМРSPТ,zoneTempSp
SPACEVOCLEVELALARM,zoneVOCLevelAlarm
FLT_SA_FAN,dischargeFanFault
supplyAirHeatingMaxSp,dischargeTempHeatMaxSp
spc-temp-min-setpoint,zoneTempMinSP
BYPASS_TEMP_DOWNSTREAM_EVAP,evapBypassTemp
FAN_LOCAL_MODE_SA,dischargeFanHandMode
whl_ret_fan_flt,wheelReturnFanFault
unitModeFeedback,unitStatus
RM-MAX-SP,zoneTempMaxSp
minimum_outdoor_air_damper,minOutsideDamper
DEHUMID-SPT,dehumidSp
RM-T-AVERAGE,zoneTempAvg
heating_valve_status,heatingValveFb
whl_ret_fan_run_tm,wheelReturnFanRuntime
estop_cmd,emergencyStop
RA-CFM-RD,returnFlow
zn_so2_active,zoneSO2
cwp_1_spd_spt,condPumpSpeedSp
CW-SYSTEM-SUPPLY-FLOW,condWaterLeavingFlow
Space_Max_Setpoint,zoneTempMaxSp
cooling_status,coolingStatus
SF_SPEED,dischargeFanSpeed
RAF-CMD,returnFanEnable
returnCo2Level,returnCO2
CH1_ENABLE_SP,chillerEnableSp
bypdmprpos,bypassDamperFb
RM_PRESS_LOW_ALARM,zonePressureLoAlarm
GasPressureLowAlarm,gasPressureLoAlarm
RM-N2-ALARM-ACTIVE,zoneN2Alarm
RET-AIR-CMD,returnFanEnable
chiller-enable_spt,chillerEnableSp
dischargeFanFaultReset,dischargeFanFaultReset
BYPASSVALVE,bypassValve
RET_AIR_FAN_CMD,returnFanEnable
ARRAY_CURRENT,currentDC
UNOCC_SPC_CLG_SP,unoccupiedCoolSp
unocc_clg_da_flow_sp,dischargeFlowUnoccCoolSp
ZN-VOC-MIN-SPT,zoneVOCMinSp
economizer-enable,econEnable
humidifier_actuate,humidifier
DISCH_DEHUMID_TEMP_SP,dischargeTempDehumidSp
ZNCLG_SETPOINT_ACT,zoneCoolSp
zone_pressure_spt,zonePressureSp
CHW_RUNNING,coolingStatus
econ_state,econStatus
WS_SP,wheelStatus
SAF_RH,dischargeHumidity
KVARH_ENERGY,energyReactive
DISCH-ENTHALPY,dischargeEnthalpy
BYPASS_GPM_SETPOINT_EVAP,evapBypassFlowSp
zone_voc_high_alarm,zoneVOCHiAlarm
SUP_TEMP_SETPT_LO,dischargeTempLoSp
MIN-OUT-AIR-SP,minOutsideFlow
minOAFlowSetpoint,minOutsideDamperMinSp
SA_SMK_DET_ALARM,dischargeSmokeAlarm
ZN-TEMP-UNOCC-CLG-SP,unoccupiedCoolSp
supplyHeatMinLimitTemp,dischargeTempHeatMinSp
dischargeCoolLoSp,dischargeTempCoolMinSp
SA_TEMP_FEEDBACK_FAIL,dischargeTempFault
da_temp_sensor_failure,dischargeTempFault
DRIVE_ALARM_SIGNAL,driveAlarm
ZN_HI_TMP_SP,zoneTempHiSp
cooling_vlv,coolingValve
RM_TEMP_AVG_SP,zoneTempAvgSp
WHEEL_RETFAN_COMMAND,wheelReturnFan
UNOCC_SP_H,unoccupiedHeatSp
RET_AIR_FLOW_SP,returnFlowSp
SUPAIRFANFLT,dischargeFanFault
DISCHARGE_AIRFLOW_SP,dischargeFlowSp
hvacModeSel,hvacMode
disch_iso,dischargeIsoDamper
Room-P-MAX-SP,zonePressureMaxSp
FROST_PROT_ENABLE,freezeProtectEnable
WHL_OUT_FAN_OUTPUT,wheelOutsideFanSpeed
STANDBYCOOLINGSP,standbyCoolSp
WHL_RETURN_HUMIDITY,wheelReturnHumidity
COOLING-ENABLE,coolingEnable
SUPPLY_DAMPER_OVERRIDE,dischargeDamperOvr
cond-bypass-flow-sp,condBypassFlowSp
emergency_shutdown_state,emergencyShutdown
STATE_ZN,zoneStatus
dischargeAirTempHiSp,dischargeTempHiSp
ZN-N2-ALM-LATCH,zoneN2Alarm
WheelReturnFanFlt,wheelReturnFanFault
ZN_VOC_MIN_SETPOINT,zoneVOCMinSp
VOC_SPT,zoneVOCSp
htg_unocc_airflow_limit,dischargeFlowUnoccHeatSp
ZONE_HUMID_MAX_SP,zoneHumidityMaxSp
disFanSS,dischargeFanEnable
ZN-CO2-HI-BAND,zoneCO2HiSp
zn-temp-sp-ovr,zoneTempSpOvr
htg_stby_min_airflow_sp,dischargeFlowStandbyHeatSp
NO_HIGH_ALARM,zoneNOAlarm
DIS_TEMP_LOW_LIMIT_SP,dischargeTempLoSp
condenser_pump_ovr,condPumpOvr
whl_RT,wheelRuntime
znc-o,zoneCO
ZN_NO_MIN_SP,zoneNOMinSp
ZN-O2-LOW-ALM,zoneO2Alarm
blr01_alarm,boilerAlarm
TempAverageZone,zoneTempAvg
N2_ZN_ALARM_SNSR,zoneN2Alarm
MXAIR-DAMPER-CMD,mixedDamper
OccupiedCoolingSetpointLocal,occupiedCoolSpLocal
DISCHARGE_DWPT,dischargeDewpoint
COND_WTR_ENT_TMP,condEnteringTemp
min_oa_ovr,minOutsideDamperOvr
CWRRET_FLOW,condEnteringFlow
ZONECO,zoneCO
DISCHARGE-DAMPER,dischargeDamper
RM-VOC-HIGH-ALM,zoneVOCHiAlarm
FLOW_HEAT_MAX_SP,dischargeFlowHeatMaxSp
current_phase_c,currentPhaseC
CHILLERALARM,chillerAlarm
VOC_MAX_SPT,zoneVOCMaxSp
wheel_ret_flow,wheelReturnFlow
RM-LIGHT-MAX-SP,zoneLightLevelMaxSp
ELEC_USAGE,energy
C2_CDW_RET_FLOW,condEnteringFlow
N2_RM,zoneN2
condenserWaterPumpSpeedFb,condPumpSpeedFb
ReturnAirTempSp,returnTempSp
dis_smoke_dmper_fb,dischargeSmokeDamperFb
zn-p-min-setpt,zonePressureMinSp
ZN-LIGHT-MAX-SP-VALUE,zoneLightLevelMaxSp
econo-setpoint,econEnableSp
HW_SUP_T,heatingCoilLeavingTemp
CLG_FLOW_LIMIT_SP,dischargeFlowCoolMaxSp
zone_co2_hi_thresh,zoneCO2HiSp
Cond_Wtr_Ent_Temperature,condEnteringTemp
ECONOMIZER_ENABLE_OFF_SP,econDisableSp
RM_RH_HI_ALARM,zoneHumidityHiAlarm
SP_DA_TMP,dischargeTempSp
WheelOutsideFanStatus,wheelOutsideFanStatus
chiller1-enable,chillerEnable
CHWS_LOOP_FLOW,evapLeavingFlow
whl_rf_c,wheelReturnFan
RoomVOCLoSp,zoneVOCLoSp
EFFSP_ZONEHTG,zoneHeatSp
CDWRETURNFLOW,condEnteringFlow
dehumidifierOverrideEnable,dehumidEnableOvr
DA-SMK-DMPR,dischargeSmokeDamper
CHWR_FLOW_MTR,evapEnteringFlow
ZONE-PRESSURE,zonePressure
bypass_vlv_feedback,bypassValveFb
zone_voc_max_alert,zoneVOCHiAlarm
RM_NO2,zoneNO2
FLOW_KFACTOR,kFactor
PH1CURRENTMAX,currentPhaseAMax
DISCH_DPT_FEEDBACK,dischargeDewpoint
Avg_OA_Sensor_Temp,outsideTempAvg
SA_ENTHALPY,dischargeEnthalpy
STM_PRESS_MEAS,steamPressure
MAT_SENSOR_INPUT,mixedTemp
sup_fan_rst,dischargeFanAlarmReset
STANDBY_COOL_TEMP_SPT,standbyCoolSp
wheel-ret-f-o,wheelReturnFanSpeed
Occ_Ovr_Status,occupancyModeOvr
ClgWtrSupTemp,evapLeavingTemp
EXHAUST_ALARM,exhaustFanAlarm
WHL_EXT_FAN_OUTPUT,wheelOutsideFanSpeed
DISCH_FLT_RESET_CMD,dischargeFanFaultReset
PHSC_DEHUM_FLT,dehumidifierFault
HEATINGAIRFLOW_MINSP,dischargeFlowHeatMinSp
condenserSts,condStatus
CW_LEAV_TMP,condLeavingTemp
PM10_VALUE,zonePM10
MIN_PRESS_SP_ZONE,zonePressureMinSp
SAF-ALARM,dischargeFanAlarm
RA-FAN-VFD,returnFanSpeed
EXHAUST_FAN_RUNNING,exhaustFanStatus
WTR_ALM_LEAK,waterLeakAlarm
Chilled_Water_Return_Temperature,evapEnteringTemp
blrStat,boilerStatus
SUPPLY_FAN_STATUS,dischargeFanStatus
AmpPhaseA,currentPhaseA
OAT-SENSOR-FAULT,outsideTempFault
SUPP_STATIC_PRS,dischargePressure
CWS-T,condLeavingTemp
DPT_THRESHOLD_ECON_ENAB,econEnableDewpointSp
TEMP-DB-ZN,zoneTempDb
Rm_Unocc-HeatSp,unoccupiedHeatSp
RETURN_HUM_MEA,returnHumidity
cool-en-cmd,coolingEnable
DA-DMPR-OVERRIDE-CMD,dischargeDamperOvr
BLR_PMP_SIGNAL,heatingCoilPump
Space-PM25-Level,zonePM25
cond-pump-speed-setpoint,condPumpSpeedSp
chiller-command,chillerEnable
cwp1-override,condPumpOvr
zone_CO_Alarm,zoneCO
CD_DIS_ST_PRESS,coldDeckDischargePressure
dehumidifier_rt,dehumidifierRuntime
DISCHARGE_ENTHALPY_TARGET,dischargeEnthalpySp
OA-LOCKOUT-HIGH-SP,outsideTempHiSp
ZoneDewPoint,zoneDewpoint
DehumPct,dehumidDemand
CND_BYPASS_VALVE_FB,condBypassValveFb
cw-pump1-fault,condPumpFault
DISCH_ENTHALPY_SETPOINT,dischargeEnthalpySp
high-lmt-alarm,highLimitAlarm
spc_hum_max_sp,zoneHumidityMaxSp
RET_AIR_FLOW_SENSOR,returnFlow
da_enthalpy_sensor,dischargeEnthalpy
EVAP_BYPASS_TARGET_FLOW,evapBypassFlowSp
dischargeFanEnable,dischargeFanEnable
ch2Alarm,chillerAlarm
Space-IAQ-Alarm,zoneVOCAlarm
RoomNOSensor,zoneNO
SPC-LPG-HIGH-ALM,zoneLPGAlarm
SUPPLY_FLOW_COOL_MAX,dischargeFlowCoolMaxSp
MAXHTGMODEFLOWSP,dischargeFlowHeatMaxSp
Occupied_Heating_Spt_Local,occupiedHeatSpLocal
SUPPLY_FAN_ENA,dischargeFanEnable
space_dew_point,zoneDewpoint
cwp1-command,condPump
RAF-MOTOR-ALM,returnFanAlarm
DISCHARGE_FAN_STATUS,dischargeFanStatus
condenser-alarm,condAlarm
mode_occ_feedback,occupancyMode
ACCUM_REACTIVE_ENERGY,energyReactive
heat_airflow_unocc_spt,dischargeFlowUnoccHeatSp
OA_SENSOR_RESP_FAIL,outsideTempFault
STM-VLV,steamValve
ZN_T_DIFF,zoneTempDelta
oaFanRuntimeWhl,wheelOutsideFanRuntime
hvacModeStatus,hvacMode
zn_dpnt,zoneDewpoint
boilr_st,boilerStatus
supplyAirCoolSetpoint,dischargeTempCoolSp
CWdTmp,condLeavingTemp
cond-byp-vlv-cmd,condBypassValve
zn-co-conc,zoneCO
zn_voc_lo_alarm_active,zoneVOCLoAlarm
HWR-INLET-TEMP,heatingCoilEnteringTemp
cond1-bypass-flow,condBypassFlow
dehum-en,dehumidEnable
RM-SO2-HIGH-ALARM,zoneSO2LevelAlarm
ZN_IAQ_LO_SP,zoneVOCLoSp
EXHAUST_OPERATION,exhaustFanStatus
heating_on_status,heatingStatus
SHUTDOWNEMERGENCY,emergencyShutdown
coolingValvePosition,coolingValveFb
OA-MEAS-RH,outsideHumidity
SUPPLY_FAN_FREQ_FB,dischargeFanSpeedFb
dehumfault,dehumidifierFault
SPC-LIGHT-SP-VALUE,zoneLightLevelSp
humidifier_sp_enable,humidifierEnableSp
DC_POWER_CURRENT,currentDC
cond_loop_ret_flow,condEnteringFlow
chilled-w-valve,coolingValve
SA_FLOW_MONITOR,dischargeFlowStatus
DAIR_DEHUMID_SP,dischargeDehumidSp
RA-FANHZ,returnFanSpeed
SPC-HUMID-HI-ALARM,zoneHumidityHiAlarm
DISCH_FAN_SPEED,dischargeFanSpeed
RETURNAIR_VFD_STATE,returnFanStatus
RM_HUM_HI_ALM_DATA,zoneHumidityHiAlarm
ZONEHTG_ACTIVE_SP,zoneHeatSp
SUPPLY_PRESSURE_TARGET,dischargePressureSp
SOUND_ZN_SENSOR,zoneNoiseLevel
CDK_DAMPER,coldDeckDamper
coolingOutputStatus,coolingStatus
space-voc-setpoint,zoneVOCSp
SUP_DEWPOINT_HI_ALARM,dischargeDewpointHiAlarm
SA_ENTH_OUT,dischargeEnthalpy
FANBYP_DIS,dischargeFanBypass
CHW_VALVE_POS,coolingValveFb
S_AIRFLOW,dischargeFlow
occup_override,occupancyModeOvr
comp_error,compFault
chlr_ctrl,chillerEnable
DISCH_FAN_SPEED_SP,dischargeFanSpeedSp
dis_temp_out,dischargeTemp
zone-temp-lo-alarm,zoneTempLoAlarm
Wheel-RT-TMP,wheelReturnTemp
SpaceHumSetpt,dehumidSp
occupied-cool-sp-offset,occupiedCoolSpOffset
occupied_htg_spt_offset,occupiedHeatSpOffset
ZONEHUM-SP,zoneHumiditySp
DC_AMPS,currentDC
BlrFault,boilerFault
PRESS_DB_RM,zonePressureDb
dch_damper_feedback,dischargeDamperFb
supply_iso_damper,dischargeIsoDamper
CFM_CLG_MODE_MIN_SP,dischargeFlowCoolMinSp
CHWP_FB,evapPumpStatus
GAS_FLOW_BELOW_MIN,gasFlowLoAlarm
Zone_Unocc_Cool_Sp,unoccupiedCoolSp
bldg_prs,buildingPressure
cnd_stat_fb,condStatus
comp1_status,compStatus
chiller_enable_setpt,chillerEnableSp
ch1status,chillerStatus
REACTIVE_ENERGY_MTR,energyReactive
zone-voc-high-alm,zoneVOCHiAlarm
cond_cmd,cond
ZONEPR,zonePressure
wheel_outside_temp_snsr,wheelOutsideTemp
SPC-NO-LO-SP,zoneNOMinSp
RM_NO_ALARM_STATE,zoneNOAlarm
byp-dmpr-status,bypassDamper
demidifier_sts,dehumidifierStatus
cool-valve,coolingValve
condbypassvalvecmd,condBypassValve
EFFECTIVE_CLG_SPT,zoneCoolSp
SOLAR_CURRENT,currentDC
BATT_CURRENT,currentDC
humidifier_enable_spt,humidifierEnableSp
SpaceTempLowAlarm,zoneTempLoAlarm
Space_VOC_High_Sp,zoneVOCHiSp
SpaceNoiseLevel,zoneNoiseLevel
wheelOAT,wheelOutsideTemp
ch1_start,chillerEnable
VOC-LVL-ALM,zoneVOCLevelAlarm
compressor1-command,comp
freeze_prot,freezeProtect
frz_sp,freezeProtectSp
spaceVOCSP,zoneVOCSp
OA_T_DISPLAY,outsideTemp
SUPPLY_FAN_OUT_SP,dischargeFanSpeedSp
minOASetpoint,minOutsideDamperMinSp
ZN-VOC-SETPOINT,zoneVOCSp
humidifier_enable_setpoint,humidifierEnableSp
RETTEMPSPT,returnTempSp
CoolingSetpointOcc,occupiedCoolSp
Ovrd_Occ_Status,occupancyModeOvr
CHW_PUMP_RUN_STATUS,evapPumpStatus
RECOVERY_MODE,energyRecoveryMode
ECONOMIZER_OFF_SP,econDisableSp
wheel-ret-f-rt,wheelReturnFanRuntime
SpaceNitrogenDioxide,zoneNO2
byp_damper_feedback,bypassDamperFb
whl_ret_fan_stat,wheelReturnFanStatus
ZN-PM4-READ,zonePM4
dchDamperFeedback,dischargeDamperFb
CWP1_CMD,condPump
frostProtectionMode,freezeProtect
min_outside_air_damper_setpoint,minOutsideDamperMinSp
zonePM40,zonePM4
Occupied-Cooling-Setpoint,occupiedCoolSp
SAF_FLT_RST_CMD,dischargeFanFaultReset
RET-FAN-VFD-ERROR,returnFanAlarm
supply_dmpr_ovr_cmd,dischargeDamperOvr
ZONE_TEMP_MAX_SP,zoneTempHiSp
EXHAUST_ACTIVATE,exhaustFanEnable
RoomPressureLoAlm,zonePressureLoAlarm
zoneVOCLowAlm,zoneVOCLoAlarm
Status_Main_Unit,unitStatus
oa_min_setpoint,minOutsideDamperMinSp
OAT_SENSOR,outsideTemp
BOILER-FAULT,boilerFault
SpaceVOCLowAlarm,zoneVOCLoAlarm
AAmpsMax,currentPhaseAMax
CondWtrLvT,condLeavingTemp
occupiedClgSpt,occupiedCoolSp
economizer_state,econStatus
chw_return_flo,evapEnteringFlow
HW_SUPPLY_PUMP_STS,heatingCoilPumpStatus
wheelReturnFRT,wheelReturnFanRuntime
RET_FLOW_INPUT_SP,returnFlowSp
PM25_CONC,zonePM25
heat_unocc_sp_supply_flw,dischargeFlowUnoccHeatSp
zonePressureLoAlarmStatus,zonePressureLoAlarm
condenserWaterPumpSpeedOverride,condPumpSpeedOvr
wheel-retfan-flt,wheelReturnFanFault
dis_fan_flt_reset,dischargeFanFaultReset
DRIVE_ALM_INPUT,driveAlarm
DISCHARGE_TEMP_FAULT,dischargeTempFault
CHWS-FLOW-CMD,evapLeavingFlow
SpacePressureLoSetpt,zonePressureLoSp
w_sp,wheelSpeed
ZoneNO2Concentration,zoneNO2
heat_sp_cmd,heatingEnableSp
cnd-sts,condStatus
boil_fault,boilerFault
cnd-byp-valve-feedback,condBypassValveFb
k_fac,kFactor
SPC_DBA_LEVEL,zoneNoiseLevel
chiller-alarm,chillerFault
supplyCoolMinTempSetpoint,dischargeTempCoolMinSp
bypass-vlv-position,bypassValveFb
phase_a_current,currentPhaseA
L1_CURR_MAX,currentPhaseAMax
LO_TEMP_SP_ROOM,zoneTempLoSp
BLR_ENA_CMD,boilerEnable
ZN-VOC-LOW-SETPOINT,zoneVOCLoSp
condenser_stat_fb,condStatus
frzProtectEnable,freezeProtectEnable
frost-protection-enable,freezeProtectEnable
W_RET_TEMP,wheelReturnTemp
CHW-PUMP-START,evapPumpEnable
cond-water-pump-speed-ovr,condPumpSpeedOvr
current_phase_b,currentPhaseB
SA-STATIC-PRESSURE,dischargePressure
enable_frz_pro,freezeProtectEnable
Space-Stat,zoneStatus
Phase3_I,currentPhaseC
disch_smoke_detector_alarm,dischargeSmokeAlarm
ZN-MAX-SP,zoneTempMaxSp
frz_prot_enable,freezeProtectEnable
MINOAFLOWSP,minOutsideFlowSp
WHL_OUT_RET_HUM,wheelReturnHumidity
ZoneMinIlluminationSetpoint,zoneLightLevelMinSp
ACurrent,currentPhaseA
CH1SupplyFlow,evapLeavingFlow
SPC-NO-MAX-SP-ACT,zoneNOMaxSp
spc-hum,zoneHumidity
HUMID-MAX-SP,zoneHumidityMaxSp
N2_CONC,zoneN2
DISAIRFANALM,dischargeFanAlarm
condSts,condStatus
SA_STATIC_MIN_SP,dischargePressureLoSp
CoilEnterTemp,evapEnteringTemp
RT-VOC-HI-ALM,zoneVOCHiAlarm
