site,name,equip_path,device_name,object_type,units,value_kind,description,label_raw,label,rows
N4-Integ03,EvEntTmp,heat recover chillers hrc c2,,,degf,analog,,evapEnteringTemp,evapEnteringTemp,1
N4-Integ03,EvEntTmp,heat recovery chillers hrc m1,,,degf,analog,,evapEnteringTemp,evapEnteringTemp,1
N4-Integ03,EvEntTmp,heat recovery chillers hrc m2,,,degf,analog,,evapEnteringTemp,evapEnteringTemp,1
N4-Integ03,EvFlwSw,chl,,,off,binary,,evapFlowStatus,evapFlowStatus,1
N4-Integ03,EvFlwSw,chl,,,on,binary,,evapFlowStatus,evapFlowStatus,2
N4-Integ03,EvFlwSw,heat pumps hp c1,,,on,binary,,evapEnteringFlow,evapEnteringFlow,1
N4-Integ03,EvFlwSw,heat pumps hp c2,,,on,binary,,evapEnteringFlow,evapEnteringFlow,1
N4-Integ03,EvFlwSw,heat pumps hp c3,,,on,binary,,evapEnteringFlow,evapEnteringFlow,1
N4-Integ03,EvFlwSw,heat pumps hp m1,,,off,binary,,evapLeavingFlow,evapLeavingFlow,1
N4-Integ03,EvFlwSw,heat pumps hp m2,,,on,binary,,evapLeavingFlow,evapLeavingFlow,1
N4-Integ03,EvFlwSw,heat pumps hp m3,,,on,binary,,evapLeavingFlow,evapLeavingFlow,1
N4-Integ03,EvFlwSw,heat pumps hp m4,,,off,binary,,evapLeavingFlow,evapLeavingFlow,1
N4-Integ03,EvFlwSw,heat pumps hp m5,,,on,binary,,evapLeavingFlow,evapLeavingFlow,1
N4-Integ03,EvFlwSw,heat recover chillers hrc c1,,,on,binary,,evapEnteringFlow,evapEnteringFlow,1
N4-Integ03,EvFlwSw,heat recover chillers hrc c2,,,off,binary,,evapEnteringFlow,evapEnteringFlow,1
N4-Integ03,EvFlwSw,heat recovery chillers hrc m1,,,off,binary,,evapLeavingFlow,evapLeavingFlow,1
N4-Integ03,EvFlwSw,heat recovery chillers hrc m2,,,on,binary,,evapLeavingFlow,evapLeavingFlow,1
N4-Integ03,EvLvgTmp,chl,,,degf,analog,,evapLeavingTemp,evapLeavingTemp,3
N4-Integ03,EvLvgTmp,heat pumps hp c1,,,degf,analog,,evapLeavingTemp,evapLeavingTemp,1
N4-Integ03,EvLvgTmp,heat pumps hp c2,,,degf,analog,,evapLeavingTemp,evapLeavingTemp,1
N4-Integ03,EvLvgTmp,heat pumps hp c3,,,degf,analog,,evapLeavingTemp,evapLeavingTemp,1
N4-Integ03,EvLvgTmp,heat pumps hp m1,,,degf,analog,,evapLeavingTemp,evapLeavingTemp,1
N4-Integ03,EvLvgTmp,heat pumps hp m2,,,degf,analog,,evapLeavingTemp,evapLeavingTemp,1
N4-Integ03,EvLvgTmp,heat pumps hp m3,,,degf,analog,,evapLeavingTemp,evapLeavingTemp,1
N4-Integ03,EvLvgTmp,heat pumps hp m4,,,degf,analog,,evapLeavingTemp,evapLeavingTemp,1
N4-Integ03,EvLvgTmp,heat pumps hp m5,,,degf,analog,,evapLeavingTemp,evapLeavingTemp,1
N4-Integ03,EvLvgTmp,heat recover chillers hrc c1,,,degf,analog,,evapLeavingTemp,evapLeavingTemp,1
N4-Integ03,EvLvgTmp,heat recover chillers hrc c2,,,degf,analog,,evapLeavingTemp,evapLeavingTemp,1
N4-Integ03,EvLvgTmp,heat recovery chillers hrc m1,,,degf,analog,,evapLeavingTemp,evapLeavingTemp,1
N4-Integ03,EvLvgTmp,heat recovery chillers hrc m2,,,degf,analog,,evapLeavingTemp,evapLeavingTemp,1
N4-Integ03,Evap$20Entering$20Water$20Temp,chilled water chiller,,,degf,analog,,evapEnteringTemp,evapEnteringTemp,3
N4-Integ03,Evap$20Leaving$20Water$20Temp,chilled water chiller,,,degf,analog,,evapLeavingTemp,evapLeavingTemp,3
N4-Integ03,Evaporator$20Entering$20Water$20Temperature,energy center chiller data,,,degf,analog,,evapEnteringTemp,evapEnteringTemp,3
N4-Integ03,Evaporator$20Leaving$20Water$20Temperature,energy center chiller data,,,degf,analog,,evapLeavingTemp,evapLeavingTemp,3
N4-Integ03,ExhDmpr,mcs ahu,,,percent,analog,,exhaustDamper,exhaustDamper,2
N4-Integ03,ExhDmprFdbk,mcs ahu,,,percent,analog,,exhaustDamperFb,exhaustDamperFb,2
N4-Integ03,Exh_Dmpr_Cmd,mcs oahu,,,open,binary,,exhaustDamper,exhaustDamper,1
N4-Integ03,Exh_Dmpr_Status,mcs oahu,,,open,binary,,exhaustDamperFb,exhaustDamperFb,1
N4-Integ03,Exhaust$20Fan$20Request,penthouse doas,,,on,binary,,exhaustFan,exhaustFan,2
N4-Integ03,Exhaust_Air_Damper_Command,penthouse doas,,,percent,analog,,exhaustDamper,exhaustDamper,2
N4-Integ03,Exhaust_Air_Flow,general,,,cfm,analog,,exhaustFlow,exhaustFlow,4
N4-Integ03,Exhaust_Damper_Position,penthouse doas,,,open,binary,,exhaustDamperFb,exhaustDamperFb,2
N4-Integ03,Exhaust_Fan_Speed_Request_BAS,penthouse doas,,,percent,analog,,exhaustFanSpeed,exhaustFanSpeed,2
N4-Integ03,Exhaust_Fan_Status,penthouse doas,,,running,binary,,exhaustFanStatus,exhaustFanStatus,1
N4-Integ03,Exhaust_Fan_Status,penthouse doas,,,stopped,binary,,exhaustFanStatus,exhaustFanStatus,1
N4-Integ03,Exhaust_Flow,mcs oahu,,,cfm,analog,,exhaustFlow,exhaustFlow,1
N4-Integ03,Exhaust_Static,general,,,inwc,analog,,dischargePressure,dischargePressure,4
N4-Integ03,FAN,,,,off,binary,,dischargeFan,dischargeFan,7
N4-Integ03,FAN,,,,on,binary,,dischargeFan,dischargeFan,12
N4-Integ03,FAN,ahu,,,off,binary,,dischargeFan,dischargeFan,86
N4-Integ03,FAN,ahu,,,on,binary,,dischargeFan,dischargeFan,54
N4-Integ03,FAN,level fcu,,,off,binary,,dischargeFan,dischargeFan,15
N4-Integ03,FAN,level fcu,,,on,binary,,dischargeFan,dischargeFan,23
N4-Integ03,FAN,level fpv,,,on,binary,,dischargeFan,dischargeFan,144
N4-Integ03,FAN,level fpv j1,,,on,binary,,dischargeFan,dischargeFan,2
N4-Integ03,FAN,level fpv m2,,,on,binary,,dischargeFan,dischargeFan,1
N4-Integ03,FAN,level fpv r,,,on,binary,,dischargeFan,dischargeFan,2
N4-Integ03,FAN,level fpv u1 n,,,on,binary,,dischargeFan,dischargeFan,1
N4-Integ03,FAN,level fpv u1 s,,,on,binary,,dischargeFan,dischargeFan,1
N4-Integ03,FAN,level fpv u2,,,on,binary,,dischargeFan,dischargeFan,2
N4-Integ03,FAN,lower level ahu em,,,off,binary,,dischargeFan,dischargeFan,1
N4-Integ03,FAN,lower level ahu s1 a,,,on,binary,,dischargeFan,dischargeFan,1
N4-Integ03,FAN,lower level ahu s1 b,,,off,binary,,dischargeFan,dischargeFan,1
N4-Integ03,FAN,lower level ahu s4 a,,,off,binary,,dischargeFan,dischargeFan,1
N4-Integ03,FAN,lower level ahu s4 b,,,off,binary,,dischargeFan,dischargeFan,1
N4-Integ03,FAN,penthouse ahu em,,,off,binary,,dischargeFan,dischargeFan,1
N4-Integ03,FANL_C,rd floor fcu fcu c,,,off,binary,,dischargeFan,dischargeFan,3
N4-Integ03,FANL_C,rd floor fcu fcu e,,,off,binary,,dischargeFan,dischargeFan,38
N4-Integ03,FANL_C,rd floor fcu fcu i,,,off,binary,,dischargeFan,dischargeFan,20
N4-Integ03,FANL_C,th floor fcu fcu e,,,off,binary,,dischargeFan,dischargeFan,122
N4-Integ03,FANL_C,th floor fcu fcu e,,,on,binary,,dischargeFan,dischargeFan,3
N4-Integ03,FANL_C,th floor fcu fcu i,,,off,binary,,dischargeFan,dischargeFan,70
N4-Integ03,FANSPD_O,rd floor fcu fcu c,,,percent,analog,,dischargeFanSpeed,dischargeFanSpeed,3
N4-Integ03,FANSPD_O,rd floor fcu fcu e,,,percent,analog,,dischargeFanSpeed,dischargeFanSpeed,38
N4-Integ03,FANSPD_O,rd floor fcu fcu i,,,percent,analog,,dischargeFanSpeed,dischargeFanSpeed,20
N4-Integ03,FANSPD_O,th floor fcu fcu e,,,percent,analog,,dischargeFanSpeed,dischargeFanSpeed,126
N4-Integ03,FANSPD_O,th floor fcu fcu i,,,percent,analog,,dischargeFanSpeed,dischargeFanSpeed,70
N4-Integ03,FAN_STATUS,,,,off,binary,,dischargeFanStatus,dischargeFanStatus,7
N4-Integ03,FAN_STATUS,,,,on,binary,,dischargeFanStatus,dischargeFanStatus,12
N4-Integ03,FCUCCVlvPosAvg,hp plant secondary chw loop,,,percent,analog,,coolingValve03,coolingValve,1
N4-Integ03,FD_Current,b chill water system vfd cwp,,,amps,analog,,condPump01Current,condPumpCurrent,1
N4-Integ03,FLOW_COEF,ahu,,,,analog,,InletAirVolCoeff,InletAirVolCoeff,59
N4-Integ03,FaBpyDpr,e1 sa,,,percent,analog,,faceBypassDamper,faceBypassDamper,3
N4-Integ03,FaBpyDpr,e1 sa,,,percent,analog,,faceDamper,faceDamper,1
N4-Integ03,FaBpyDpr,me sa,,,percent,analog,,faceBypassDamper,faceBypassDamper,5
N4-Integ03,FaBpyDpr,mw sa,,,percent,analog,,faceBypassDamper,faceBypassDamper,7
N4-Integ03,FaBpyDpr,phw sa,,,percent,analog,,faceBypassDamper,faceBypassDamper,1
N4-Integ03,FaBpyDpr,pk sa,,,percent,analog,,faceBypassDamper,faceBypassDamper,1
N4-Integ03,FaBpyDpr,se sa,,,percent,analog,,faceBypassDamper,faceBypassDamper,1
N4-Integ03,FaBpyDpr,sw sa,,,percent,analog,,faceBypassDamper,faceBypassDamper,1
N4-Integ03,FaBpyDpr,w1 sa,,,percent,analog,,faceBypassDamper,faceBypassDamper,3
N4-Integ03,FaBpyDpr,w1 sa,,,percent,analog,,faceDamper,faceDamper,1
N4-Integ03,Fan$20Cmd,piu outputs,,,running,binary,,dischargeFan,dischargeFan,4
N4-Integ03,Fan$20Cmd,piu outputs,,,stopped,binary,,dischargeFan,dischargeFan,18
N4-Integ03,Fan$20Command,piu outputs,,,percent,analog,,dischargeFanSpeed,dischargeFanSpeed,22
N4-Integ03,Fan$20Speed,ahu m outputs,,,percent,analog,,dischargeFanSpeed,dischargeFanSpeed,2
N4-Integ03,Fan$20Speed,ahu outputs,,,percent,analog,,dischargeFanSpeed,dischargeFanSpeed,4
N4-Integ03,Fan$20Speed,ahu t outputs,,,percent,analog,,dischargeFanSpeed,dischargeFanSpeed,2
N4-Integ03,Fan$20Status,ahu outputs,,,running,binary,,dischargeFanStatus,dischargeFanStatus,1
N4-Integ03,Fan$20Status,ahu outputs,,,stopped,binary,,dischargeFanStatus,dischargeFanStatus,3
N4-Integ03,FanCmd,fcu,,,off,binary,,dischargeFan,dischargeFan,10
N4-Integ03,FanCmd,fcu,,,on,binary,,dischargeFan,dischargeFan,8
N4-Integ03,FanCmd,fcu cib,,,on,binary,,dischargeFan,dischargeFan,5
N4-Integ03,FanCmd,fcu ef,,,off,binary,,dischargeFan,dischargeFan,1
N4-Integ03,FanCmd,fcu mib,,,on,binary,,dischargeFan,dischargeFan,10
N4-Integ03,FanCmd,fcu oib,,,on,binary,,dischargeFan,dischargeFan,2
N4-Integ03,FanCmd,hv units hv,,,run,binary,,dischargeFan,dischargeFan,1
N4-Integ03,FanCmd,hv units hv,,,stop,binary,,dischargeFan,dischargeFan,4
N4-Integ03,FanSS,e1 ss,,,on,binary,,dischargeFan,dischargeFan,8
N4-Integ03,FanSS,me ss,,,on,binary,,dischargeFan,dischargeFan,11
N4-Integ03,FanSS,mw ss,,,on,binary,,dischargeFan,dischargeFan,12
N4-Integ03,FanSS,phe ss,,,on,binary,,dischargeFan,dischargeFan,3
N4-Integ03,FanSS,phw ss,,,on,binary,,dischargeFan,dischargeFan,3
N4-Integ03,FanSS,pk ss,,,on,binary,,dischargeFan,dischargeFan,1
N4-Integ03,FanSS,se ss,,,on,binary,,dischargeFan,dischargeFan,2
N4-Integ03,FanSS,sw ss,,,on,binary,,dischargeFan,dischargeFan,2
N4-Integ03,FanSS,w1 ss,,,on,binary,,dischargeFan,dischargeFan,8
N4-Integ03,FanSpd,ahu outputs,,,percent,analog,,dischargeFanSpeed,dischargeFanSpeed,4
N4-Integ03,FanSts,fcu,,,off,binary,,dischargeFanStatus,dischargeFanStatus,10
N4-Integ03,FanSts,fcu,,,on,binary,,dischargeFanStatus,dischargeFanStatus,8
N4-Integ03,FanSts,hv units hv,,,off,binary,,dischargeFanStatus,dischargeFanStatus,4
N4-Integ03,FanSts_Fcu_1,fc us,,,on,binary,,dischargeFanStatus,dischargeFanStatus,1
N4-Integ03,FanSts_Fcu_2,fc us,,,on,binary,,dischargeFanStatus,dischargeFanStatus,1
N4-Integ03,Fan_Status,ahu m outputs,,,running,binary,,dischargeFanStatus,dischargeFanStatus,2
N4-Integ03,Fan_Status,ahu outputs,,,running,binary,,dischargeFanStatus,dischargeFanStatus,3
N4-Integ03,Fan_Status,ahu outputs,,,stopped,binary,,dischargeFanStatus,dischargeFanStatus,1
N4-Integ03,Fan_Status,ahu t outputs,,,running,binary,,dischargeFanStatus,dischargeFanStatus,2
N4-Integ03,FloSpt,vav,,,cfm,analog,,dischargeFlowSp,dischargeFlowSp,432
N4-Integ03,FloSpt,vav m,,,cfm,analog,,dischargeFlowSp,dischargeFlowSp,5
N4-Integ03,FloSpt,vav s,,,cfm,analog,,dischargeFlowSp,dischargeFlowSp,34
N4-Integ03,Flow,vav,,,cfm,analog,,dischargeFlow,dischargeFlow,432
N4-Integ03,Flow,vav m,,,cfm,analog,,dischargeFlow,dischargeFlow,5
N4-Integ03,Flow,vav s,,,cfm,analog,,dischargeFlow,dischargeFlow,34
N4-Integ03,Flow$20Setpoint,piu outputs,,,cfm,analog,,dischargeFlowSp,dischargeFlowSp,22
N4-Integ03,Flow$20Setpoint,vav outputs,,,cfm,analog,,dischargeFlowSp,dischargeFlowSp,20
N4-Integ03,FlowControlPt,g va vs vav gm,,,cfm,analog,,dischargeFlowSp,dischargeFlowSp,2
N4-Integ03,FlowControlPt,iz va vs vav,,,cfm,analog,,dischargeFlowSp,dischargeFlowSp,16
N4-Integ03,FlowControlPt,iz vav s vav,,,cfm,analog,,dischargeFlowSp,dischargeFlowSp,58
N4-Integ03,FlowControlPt,iz vav s vav a,,,cfm,analog,,dischargeFlowSp,dischargeFlowSp,2
N4-Integ03,FlowControlPt,us attorneys va vs vav,,,cfm,analog,,dischargeFlowSp,dischargeFlowSp,25
N4-Integ03,FlowControlPt,us attorneys va vs vav,,,nan,analog,,dischargeFlowSp,dischargeFlowSp,1
N4-Integ03,Flr1UnderFlrRelHum,ahu e1,,,percent,analog,,dischargeHumidity,dischargeHumidity,1
N4-Integ03,Flr1UnderFlrStPrs,ahu e1,,,inwc,analog,,dischargePressure,dischargePressure,1
N4-Integ03,Flr1UnderFlrTmp,ahu e1,,,degf,analog,,dischargeTemp,dischargeTemp,1
N4-Integ03,Flr2UnderFlrRelHumE,ahu e1,,,percent,analog,,zoneHumidity,zoneHumidity,1
N4-Integ03,Flr2UnderFlrStPrsE,ahu e1,,,inwc,analog,,dischargePressure,dischargePressure,1
N4-Integ03,Flr2UnderFlrTmpE,ahu e1,,,degf,analog,,zoneTemp,zoneTemp,1
N4-Integ03,Flr2ndBldgStPrsSp,ahu e1,,,inwc,analog,,buildingPressureSp,buildingPressureSp,1
N4-Integ03,Flr3UnderFlrRelHumE,ahu e1 sensor,,,percent,analog,,zoneHumidity,zoneHumidity,1
N4-Integ03,Flr3UnderFlrStPrsE,ahu e1,,,inwc,analog,,dischargePressure,dischargePressure,1
N4-Integ03,Flr3UnderFlrTmpE,ahu e1,,,degf,analog,,zoneTemp,zoneTemp,1
N4-Integ03,Flr3_UnderFlr_DP_East,ahu e1 sensor,,,inwc,analog,,buildingPressureSp,buildingPressureSp,2
N4-Integ03,Flr3rdBldgStPrsSp,ahu e1,,,inwc,analog,,buildingPressureSp,buildingPressureSp,1
N4-Integ03,FlwRat,chw system,,,galmin,analog,,dischargeFlow,dischargeFlow,1
N4-Integ03,FlwRat,hp plant heat pumps,,,galmin,analog,,secLeavingFlow,secLeavingFlow,1
N4-Integ03,FlwSp,zone a hq ahu vav,,,percent,analog,,dischargeFlowSp,dischargeFlowSp,6
N4-Integ03,FlwSp,zone b hq ahu vav,,,percent,analog,,dischargeFlowSp,dischargeFlowSp,5
N4-Integ03,FlwSp,zone c hq ahu flr vav,,,percent,analog,,dischargeFlowSp,dischargeFlowSp,2
N4-Integ03,FlwSp,zone c hq ahu g1 vav,,,percent,analog,,dischargeFlowSp,dischargeFlowSp,2
N4-Integ03,FlwSp,zone c hq ahu vav,,,percent,analog,,dischargeFlowSp,dischargeFlowSp,1
N4-Integ03,Fuel_Valve_1,ax mlk federal t old boilers system,,,off,binary,,boilerEnable,boilerEnable,1
N4-Integ03,Fuel_Valve_2,ax mlk federal t old boilers system,,,off,binary,,boilerEnable,boilerEnable,1
N4-Integ03,Fuel_Valve_3,ax mlk federal t old boilers system,,,off,binary,,boilerEnable,boilerEnable,1
N4-Integ03,GWP5_Man_Cmd,mcs central plant,,,disable,binary,,pump05,pump,1
N4-Integ03,GWP5_Status,mcs central plant,,,off,binary,,pump05Status,pumpStatus,1
N4-Integ03,GWP6_Man_Cmd,mcs central plant,,,disable,binary,,pump06,pump,1
N4-Integ03,GWP6_Status,mcs central plant,,,off,binary,,pump06Status,pumpStatus,1
N4-Integ03,GWR_Temp,mcs snow melt,,,degf,analog,,priEnteringTemp,priEnteringTemp,1
N4-Integ03,GWS_Setpoint,mcs snow melt,,,degf,analog,,priLeavingTempSp,priLeavingTempSp,1
N4-Integ03,GWS_Temp,mcs snow melt,,,degf,analog,,priLeavingTemp,priLeavingTemp,1
N4-Integ03,Geo_HX1_DP,mcs central plant,,,psi,analog,,priPressureDelta,priPressureDelta,1
N4-Integ03,Geo_Ret_Temp_T6,mcs central plant,,,degf,analog,,priLeavingTemp,priLeavingTemp,1
N4-Integ03,Geo_Sup_Temp_T5,mcs central plant,,,degf,analog,,priEnteringTemp,priEnteringTemp,1
N4-Integ03,Gly_Hx_EWT_T14,mcs central plant,,,degf,analog,,priEnteringTemp,priEnteringTemp,1
N4-Integ03,Gly_Hx_LWT_T13,mcs central plant,,,degf,analog,,priLeavingTemp,priLeavingTemp,1
N4-Integ03,Glycol_Hx2_DP,mcs central plant,,,psi,analog,,priPressureDelta,priPressureDelta,1
N4-Integ03,Glycol_Loop_Setpoint,mcs central plant,,,degf,analog,,secLeavingTempSp,secLeavingTempSp,1
N4-Integ03,HB$2eBLR1$2eSS,hws blr,,,off,binary,,boiler,boiler,1
N4-Integ03,HB$2eBLR1$2eSTATUS,hws blr,,,off,binary,,boilerStatus,boilerStatus,1
N4-Integ03,HB$2eBLR2$2eSS,hws blr,,,off,binary,,boiler,boiler,1
N4-Integ03,HB$2eBLR2$2eSTATUS,hws blr,,,off,binary,,boilerStatus,boilerStatus,1
N4-Integ03,HB$2eBLR3$2eSS,hws blr,,,off,binary,,boiler,boiler,1
N4-Integ03,HB$2eBLR3$2eSTATUS,hws blr,,,off,binary,,boilerStatus,boilerStatus,1
N4-Integ03,HB$2eCH01$2eCWFLOW,hb tranegateway chiller,,,off,binary,,condFlowStatus,condFlowStatus,1
N4-Integ03,HCVlvCmd,ahu c,,,percent,analog,,heatingValve,heatingValve,1
N4-Integ03,HCVlvCmd,ahu e,,,percent,analog,,heatingValve,heatingValve,10
N4-Integ03,HCVlvCmd,ahu w,,,percent,analog,,heatingValve,heatingValve,10
N4-Integ03,HCVlvCmd,ahub,,,percent,analog,,heatingValve,heatingValve,1
N4-Integ03,HCVlvCmd,hvu,,,percent,analog,,heatingValve,heatingValve,6
N4-Integ03,HCVlvCmd,ta ahu,,,,analog,,heatingValve,heatingValve,1
N4-Integ03,HCVlvCmd,ta ahu,,,percent,analog,,heatingValve,heatingValve,8
N4-Integ03,HCVlvCmd,ta ahu a,,,percent,analog,,heatingValve,heatingValve,1
N4-Integ03,HCVlvCmd,ta ahu b,,,percent,analog,,heatingValve,heatingValve,1
N4-Integ03,HCVlvPos,ah us ahu,,,percent,analog,,heatingValve,heatingValve,2
N4-Integ03,HCVlvPos,ahu ahu,,,percent,analog,,heatingValve,heatingValve,14
N4-Integ03,HCVlvPos,ahu e1,,,percent,analog,,heatingValve,heatingValve,3
N4-Integ03,HCVlvPos,ahu w1,,,percent,analog,,heatingValve,heatingValve,3
N4-Integ03,HCVlvPos,ahu w2,,,percent,analog,,heatingValve,heatingValve,3
N4-Integ03,HCVlvPos,ahule,,,percent,analog,,heatingValve,heatingValve,1
N4-Integ03,HCVlvPos,ahulw,,,percent,analog,,heatingValve,heatingValve,2
N4-Integ03,HCVlvPos,bchillwatersystem ahu,,,percent,analog,,heatingValve,heatingValve,1
N4-Integ03,HCVlvPos,north equip room ahu,,,percent,analog,,heatingValve,heatingValve,2
N4-Integ03,HCVlvPos,south equip room ahu,,,percent,analog,,heatingValve,heatingValve,1
N4-Integ03,HDAirVol,dd,,,cfm,analog,,hotDeckDischargeFlow,hotDeckDischargeFlow,87
N4-Integ03,HDAirVol,hd add,,,cfm,analog,,hotDeckDischargeFlow,hotDeckDischargeFlow,1
N4-Integ03,HDAirVolSp,dd,,,cfm,analog,,hotDeckDischargeFlowSp,hotDeckDischargeFlowSp,87
N4-Integ03,HDAirVolSp,hd add,,,cfm,analog,,hotDeckDischargeFlowSp,hotDeckDischargeFlowSp,1
N4-Integ03,HDCDDmpCmd,ac ddvav outs,,,percent,analog,,hotDeckDamper,hotDeckDamper,6
N4-Integ03,HDCDDmpCmd,ddvav outs,,,percent,analog,,dischargeDamper01,dischargeDamper,40
N4-Integ03,HDCfm,ahu a,,,cfm,analog,,hotDeckDischargeFlow,hotDeckDischargeFlow,1
N4-Integ03,HDCfm,ahu b,,,inwc,analog,,hotDeckDischargeFlow,hotDeckDischargeFlow,1
N4-Integ03,HDCfm,ahu e,,,cfm,analog,,hotDeckDischargeFlow,hotDeckDischargeFlow,1
N4-Integ03,HDCfm,ahu w,,,cfm,analog,,hotDeckDischargeFlow,hotDeckDischargeFlow,1
N4-Integ03,HDDamperPos,ahu ddva vs,,,percent,analog,,hotDeckDamper,hotDeckDamper,126
N4-Integ03,HDDamperPos,ahu sdva vs,,,percent,analog,,hotDeckDamper,hotDeckDamper,1
N4-Integ03,HDDamperPos,ddva vs atu,,,percent,analog,,hotDeckDamper,hotDeckDamper,2
N4-Integ03,HDDamperPos,ddva vs dda a,,,percent,analog,,hotDeckDamper,hotDeckDamper,1
N4-Integ03,HDDamperPos,ddva vs dda b,,,percent,analog,,hotDeckDamper,hotDeckDamper,1
N4-Integ03,HDDamperPos,ddva vs ddb,,,percent,analog,,hotDeckDamper,hotDeckDamper,9
N4-Integ03,HDDamperPos,ddva vs ddb a,,,percent,analog,,hotDeckDamper,hotDeckDamper,1
N4-Integ03,HDDamperPos,ddva vs ddb b,,,percent,analog,,hotDeckDamper,hotDeckDamper,1
N4-Integ03,HDDamperPos,ddva vs ddc a,,,percent,analog,,hotDeckDamper,hotDeckDamper,1
N4-Integ03,HDDamperPos,ddva vs ddc b,,,percent,analog,,hotDeckDamper,hotDeckDamper,1
N4-Integ03,HDDamperPos,ddva vs dds,,,percent,analog,,hotDeckDamper,hotDeckDamper,12
N4-Integ03,HDDamperPos,denney fifth ddva vs,,,percent,analog,,hotDeckDamper,hotDeckDamper,7
N4-Integ03,HDDamperPos,denney third ddva vs,,,percent,analog,,hotDeckDamper,hotDeckDamper,1
N4-Integ03,HDDmpCmd,ac ddvav outs,,,percent,analog,,hotDeckDamper,hotDeckDamper,4
N4-Integ03,HDDmpCmd,ac outs,,,percent,analog,,hotDeckDamper,hotDeckDamper,1
N4-Integ03,HDHwVlvSig,ahu a,,,percent,analog,,heatingValveFb,heatingValveFb,1
N4-Integ03,HDHwVlvSig,ahu b,,,percent,analog,,heatingValveFb,heatingValveFb,1
N4-Integ03,HDHwVlvSig,ahu e,,,percent,analog,,heatingValveFb,heatingValveFb,1
N4-Integ03,HDHwVlvSig,ahu w,,,percent,analog,,heatingValveFb,heatingValveFb,1
N4-Integ03,HDInletAirVol,ac ddvav ins,,,cfm,analog,,hotDeckDischargeFlow,hotDeckDischargeFlow,3
N4-Integ03,HDSp,ahu dmz,,,degf,analog,,hotDeckDischargeTempSp,hotDeckDischargeTempSp,1
N4-Integ03,HDStPr,ahu a,,,inwc,analog,,hotDeckDischargePressure,hotDeckDischargePressure,1
N4-Integ03,HDStPr,ahu b,,,inwc,analog,,hotDeckDischargePressure,hotDeckDischargePressure,1
N4-Integ03,HDStPr,ahu e,,,psi,analog,,hotDeckDischargePressure,hotDeckDischargePressure,1
N4-Integ03,HDStPr,ahu w,,,inwc,analog,,hotDeckDischargePressure,hotDeckDischargePressure,1
N4-Integ03,HDStPrs,dd,,,inwc,analog,,hotDeckLeavingPressure,hotDeckLeavingPressure,87
N4-Integ03,HDStPrs,hd add,,,inwc,analog,,hotDeckLeavingPressure,hotDeckLeavingPressure,1
N4-Integ03,HDStPrs,hvu,,,inwc,analog,,hotDeckDischargePressure,hotDeckDischargePressure,6
N4-Integ03,HDTmp,ahu,,,degf,analog,,hotDeckDischargeTemp,hotDeckDischargeTemp,2
N4-Integ03,HDTmp,ahu a,,,degf,analog,,hotDeckDischargeTemp,hotDeckDischargeTemp,1
N4-Integ03,HDTmp,ahu b,,,degf,analog,,hotDeckDischargeTemp,hotDeckDischargeTemp,1
N4-Integ03,HDTmp,ahu dmz,,,degf,analog,,hotDeckDischargeTemp,hotDeckDischargeTemp,1
N4-Integ03,HDTmp,ahu e,,,degf,analog,,hotDeckDischargeTemp,hotDeckDischargeTemp,1
N4-Integ03,HDTmp,ahu w,,,degf,analog,,hotDeckDischargeTemp,hotDeckDischargeTemp,1
N4-Integ03,HDTmp,hvu,,,degf,analog,,hotDeckDischargeTemp,hotDeckDischargeTemp,6
N4-Integ03,HDTmpSp,ahu,,,degf,analog,,hotDeckDischargeTempSp,hotDeckDischargeTempSp,2
N4-Integ03,HDTmpSp,dd,,,,enum,,hotDeckDischargeTempSp,hotDeckDischargeTempSp,1
N4-Integ03,HDTmpSp,dd,,,degf,analog,,hotDeckDischargeTempSp,hotDeckDischargeTempSp,87
N4-Integ03,HDTmpSp,hvu,,,degf,analog,,hotDeckDischargeTempSp,hotDeckDischargeTempSp,6
N4-Integ03,HDVlvCmd,ahu,,,percent,analog,,heatingValve,heatingValve,1
N4-Integ03,HDVlvCmd,ahu dmz,,,percent,analog,,heatingValve,heatingValve,1
N4-Integ03,HDVol,logic calc airflw vol,,,cfm,analog,,hotDeckDischargeFlow,hotDeckDischargeFlow,1
N4-Integ03,HD_MaxOaSp,ahu a,,,degf,analog,,dischargeTempMaxSp,dischargeTempMaxSp,1
N4-Integ03,HD_MaxOaSp,ahu b,,,degf,analog,,dischargeTempMaxSp,dischargeTempMaxSp,1
N4-Integ03,HD_MaxOaSp,ahu e,,,degf,analog,,dischargeTempMaxSp,dischargeTempMaxSp,1
N4-Integ03,HD_MinOaSp,ahu a,,,degf,analog,,dischargeTempMinSp,dischargeTempMinSp,1
N4-Integ03,HD_MinOaSp,ahu b,,,degf,analog,,dischargeTempMinSp,dischargeTempMinSp,1
N4-Integ03,HD_MinOaSp,ahu e,,,degf,analog,,dischargeTempMinSp,dischargeTempMinSp,1
N4-Integ03,HEAT$2eCOOL,level fcu,,,cool,binary,,hvacMode,hvacMode,21
N4-Integ03,HEAT$2eCOOL,level fcu,,,heat,binary,,hvacMode,hvacMode,17
N4-Integ03,HEAT$2eCOOL,level fpv,,,cool,binary,,hvacMode,hvacMode,55
N4-Integ03,HEAT$2eCOOL,level fpv,,,heat,binary,,hvacMode,hvacMode,89
