text,context,context_label,name_only_label,rows
min cl vol sp,eq flr east vav e4 | unit cfm | kind analog,dischargeFlowMinSp,dischargeFlowCoolMinSp,2
min cl vol sp,eq flr east vav e1 | unit cfm | kind analog,dischargeFlowMinSp,dischargeFlowCoolMinSp,2
zn t sp htg,eq th flr vav a1 | unit degc | kind analog,zoneHeatSp,occupiedHeatSp,2
zn t sp htg,eq th flr fvav b2 | unit degc | kind analog,zoneHeatSp,occupiedHeatSp,2
zn t sp htg,eq th flr fvav b1 | unit degc | kind analog,zoneHeatSp,occupiedHeatSp,2
zn t sp htg,eq th flr fvav a2 | unit degc | kind analog,zoneHeatSp,occupiedHeatSp,2
zn t sp htg,eq nd flr vav b | unit degc | kind analog,zoneHeatSp,occupiedHeatSp,2
zn t sp htg,eq nd flr vav a | unit degc | kind analog,zoneHeatSp,occupiedHeatSp,2
cdsa tmp,eq flr bs ahus | unit degf | kind analog,dischargeTemp,coldDeckDischargeTemp,2
min cl vol sp,eq flr east vav e9 | unit cfm | kind analog,dischargeFlowMinSp,dischargeFlowCoolMinSp,2
rhc vlv cmd,eq u4 rm a rm a | kind analog,heatingValve,reHeatingValve,2
dmp pos,eq flr east vav e7 | unit percent | kind analog,damper,dischargeDamper,2
dmp pos,eq flr east vav e6 | unit percent | kind analog,damper,dischargeDamper,2
dmp pos,eq flr east vav e5 | unit percent | kind analog,damper,dischargeDamper,2
dmp pos,eq flr east vav e4 | unit percent | kind analog,damper,dischargeDamper,2
dmp pos,eq flr east vav e1 | unit percent | kind analog,damper,dischargeDamper,2
damper pos,eq vav d | unit percent | kind analog,dischargeDamperFb,dischargeDamper,2
damper pos,eq sdva vs sdb c | unit percent | kind analog,coldDeckDamper,dischargeDamper,2
heat cool,eq ahu vav frd w1 | unit heat | kind binary,heatingEnable,hvacMode,2
heat cool,eq ahu vav frd w1 | unit cool | kind binary,heatingEnable,hvacMode,2
heat cool,eq ahu vav frd s1 | unit heat | kind binary,heatingEnable,hvacMode,2
occ cmd,eq mechanical | unit unoccupied | kind analog,occupancyModeOvr,occupancyMode,2
occ cmd,eq mechanical s5 ab | unit occupied | kind analog,occupancyModeOvr,occupancyMode,2
occ cmd,eq mechanical s4 ab | unit occupied | kind analog,occupancyModeOvr,occupancyMode,2
occ cmd,eq mechanical s3 ab | unit occupied | kind analog,occupancyModeOvr,occupancyMode,2
heat cool,eq ahu vav frd e1 | unit cool | kind binary,heatingEnable,hvacMode,2
return temp,eq york chiller | kind analog,evapEnteringTemp,returnTemp,2
return temp,eq sw dual temp | unit degf | kind analog,secEnteringTemp,returnTemp,2
return temp,eq se dual temp | unit degf | kind analog,secEnteringTemp,returnTemp,2
return temp,eq s dual temp | unit degf | kind analog,secEnteringTemp,returnTemp,2
return temp,eq nw dual temp | unit degf | kind analog,secEnteringTemp,returnTemp,2
return temp,eq ne dual temp | unit degf | kind analog,secEnteringTemp,returnTemp,2
return temp,eq n dual temp | unit degf | kind analog,secEnteringTemp,returnTemp,2
dmp pos,eq flr east vav e9 | unit percent | kind analog,damper,dischargeDamper,2
dmp pos,eq flr east vav e8 | unit percent | kind analog,damper,dischargeDamper,2
pump status,eq ncfb a public level kitchen cooling loop | unit off | kind binary,secPumpStatus,pumpStatus,2
out,eq ahu rf sts | unit running | kind binary,returnFanStatus,zoneTemp,2
heat cool,eq ahu vav fd s3 | unit heat | kind binary,heatingEnable,hvacMode,2
occ clg sp,eq vav | unit degf | kind analog,zoneCoolSp,occupiedCoolSp,2
heat cool,eq t us acb g | unit cool | kind binary,heatingEnable,hvacMode,2
heat cool,eq t us acb f acb b | unit cool | kind binary,heatingEnable,hvacMode,2
rhc vlv cmd,eq u4 rm rm | kind analog,heatingValve,reHeatingValve,2
rhc vlv cmd,eq general office ahu fpb | unit percent | kind analog,heatingValve,reHeatingValve,2
d,eq nd flr vav a | unit percent | kind analog,dischargeDamper,damper,2
d,eq th flr vav a1 | unit percent | kind analog,dischargeDamper,damper,2
d,eq th flr fvav b2 | unit percent | kind analog,dischargeDamper,damper,2
d,eq th flr fvav b1 | unit percent | kind analog,dischargeDamper,damper,2
d,eq th flr fvav a2 | unit percent | kind analog,dischargeDamper,damper,2
d,eq th flr fvav a1 | unit percent | kind analog,dischargeDamper,damper,2
heat cool,eq t us acb a acb d | unit heat | kind binary,heatingEnable,hvacMode,2
heat cool,eq t us fpvav | unit cool | kind binary,heatingEnable,hvacMode,2
rhc vlv cmd,eq v6 sw outputs | unit percent | kind analog,heatingValve,reHeatingValve,2
rhc vlv cmd,eq v6 se outputs | unit percent | kind analog,heatingValve,reHeatingValve,2
damper pos,unit percent | kind analog,damper,dischargeDamper,2
damper pos,eq vav e | unit percent | kind analog,dischargeDamperFb,dischargeDamper,2
damper pos,eq ddva vs atu | unit percent | kind analog,coldDeckDamper,dischargeDamper,2
occ cmd,eq mechanical s2 ab | unit occupied | kind analog,occupancyModeOvr,occupancyMode,2
rhc vlv cmd,eq ahu | unit percent | kind analog,heatingValve,reHeatingValve,2
oa damper pos,eq ncfb c public level c pl ac | unit percent | kind analog,dischargeDamper,outsideDamperFb,2
hw pmp sts,eq hws b1 | unit stopped | kind binary,secPumpStatus,heatingCoilPumpStatus,2
d,eq rd flr vav a | unit percent | kind analog,dischargeDamper,damper,2
d,eq rd flr fv b2 | unit percent | kind analog,dischargeDamper,damper,2
d,eq rd flr fv b1 | unit percent | kind analog,dischargeDamper,damper,2
d,eq rd flr fv a2 | unit percent | kind analog,dischargeDamper,damper,2
d,eq nd flr vav b | unit percent | kind analog,dischargeDamper,damper,2
oaf cmd,eq ahu | unit on | kind binary,minOutsideFan,outsideFan,2
htg sp,eq erv | unit degf | kind analog,reHeatingCoilDischargeTempSp,occupiedHeatSp,2
oa dpr pos,eq wf n ahu n | unit percent | kind analog,outsideDamperSp,outsideDamper,2
oa dpr pos,eq ahu | unit percent | kind analog,outsideDamperFb,outsideDamper,2
sf air flw sw,unit on | kind binary,dischargeFlowStatus,dischargeFanStatus,2
setpoint,eq hvu sbw logic hvu | unit degf | kind analog,dischargeTempCoolSp,zoneTempSp,2
sa st prs sp,eq ahu n9 ahu | unit inwc | kind analog,outsideFlowSp,dischargePressureSp,2
cwr tmp,eq chilled water systems ct | unit degf | kind analog,twrEnteringTemp,condEnteringTemp,2
cwr t,eq chilled water systems hxb | unit degf | kind analog,secEnteringTemp,condEnteringTemp,2
co2 sp,eq v floor ahu | unit ppm | kind analog,zoneCO2Sp,returnCO2Sp,2
run stop act,eq sandra day ct vfd | unit stop | kind binary,twrFanStatus,condPumpStatus,2
speed feedback,eq ef vfd | unit percent | kind analog,returnFanSpeedFb,dischargeFanSpeedFb,2
heat cool,eq ahu vav fd s2 | unit heat | kind binary,heatingEnable,hvacMode,2
heat cool,eq ahu vav fd s2 | unit cool | kind binary,heatingEnable,hvacMode,2
heat cool,eq ahu vav fd s1 | unit heat | kind binary,heatingEnable,hvacMode,2
out,eq ahu p ret dpr pos | unit percent | kind analog,returnDamperFb,zoneTemp,2
heat cool,eq ahu vav frd e2 | unit cool | kind binary,heatingEnable,hvacMode,2
heat cool,eq ahu vav frd e1 | unit heat | kind binary,heatingEnable,hvacMode,2
out,eq cp a nvo ch cw leave temp | unit degf | kind analog,condLeavingTemp,zoneTemp,2
out,eq cp a nvo ch cw enter temp | unit degf | kind analog,condEnteringTemp,zoneTemp,2
hw pmp cmd,eq hw sys | unit off | kind binary,secPump,heatingCoilPump,2
hw pmp cmd,eq hot water systems hwp | unit on | kind binary,secPump,heatingCoilPump,2
hw pmp cmd,eq ecb hw pumps | unit off | kind binary,secPump,heatingCoilPump,2
hum cmd,eq ecb ahu b | unit percent | kind analog,humidifierValve,humidifier,2
oa dmp pos,eq erv | unit percent | kind analog,outsideDamperFb,outsideDamper,2
supply temp,eq s dual temp | unit degf | kind analog,secLeavingTemp,dischargeTemp,2
supply temp,eq nw dual temp | unit degf | kind analog,secLeavingTemp,dischargeTemp,2
supply temp,eq ne dual temp | unit degf | kind analog,secLeavingTemp,dischargeTemp,2
supply temp,eq n dual temp | unit degf | kind analog,secLeavingTemp,dischargeTemp,2
hw pump status,eq ncfb c service level central plant heating loop | unit on | kind binary,priPumpStatus,heatingCoilPumpStatus,2
supply temp,eq york chiller | kind analog,evapLeavingTemp,dischargeTemp,2
hw pmp sts,eq hot water systems hwp | unit off | kind binary,secPumpStatus,heatingCoilPumpStatus,2
hw pmp sts,eq ecb hw pumps | unit off | kind binary,secPumpStatus,heatingCoilPumpStatus,2
hw pmp spd,eq hw sys outs | unit percent | kind analog,priPumpSpeed,secPumpSpeed,2
nci min flow,eq iz vav s vav a | unit cfm | kind analog,dischargeFlowCoolMinSp,dischargeFlowMinSp,2
sts,eq wf ct | unit stopped | kind binary,twrFanStatus,dischargeFanStatus,2
sts,eq chilled water systems ch | unit off | kind analog,chillerStatus,dischargeFanStatus,2
ct spd,eq chiller plant cooling towers | unit percent | kind analog,twrFanSpeedFb,twrFanSpeed,2
ct iso vlv cmd,eq chilled water systems ct | unit open | kind binary,twrEnteringIsoValve,twrIsoValve,2
crsovr dpr pos,eq cb mua | unit percent | kind analog,dischargeIsoDamper,bypassDamper,2
condenser,eq ac outs | unit percent | kind analog,condFanSpeed,cond,2
clg tmp,eq north equip room ahu | unit degf | kind analog,coolingCoilDischargeTemp,coolingCoilLeavingTemp,2
chws tmp,eq chiller | unit degf | kind analog,evapLeavingTemp,secLeavingTemp,2
clg sig,eq ac fl ac | unit percent | kind analog,coolingValveFb,coolingValve,2
out,eq cp a nvo ch chw leave temp | unit degf | kind analog,evapLeavingTemp,zoneTemp,2
heat cool,eq ahu vav fd n5 | unit cool | kind binary,heatingEnable,hvacMode,2
heat cool,eq ahu vav fd n4 | unit heat | kind binary,heatingEnable,hvacMode,2
heat cool,eq ahu vav fd n3 | unit heat | kind binary,heatingEnable,hvacMode,2
out,eq cp a nvo ch chw diff press | unit psi | kind analog,evapLeavingPressure,zoneTemp,2
rad,eq air handling systems a p | unit percent | kind analog,outsideDamper,returnDamper,2
pre ht coil tmp,eq ahu west | unit degf | kind analog,heatingCoilDischargeTemp,minOutsideTemp,2
pre ht coil tmp,eq ahu w | unit degf | kind analog,preHeatingTemp,minOutsideTemp,2
pre ht coil tmp,eq ahu e | unit degf | kind analog,preHeatingTemp,minOutsideTemp,2
pmp sts,eq chws | unit off | kind binary,evapPumpStatus,secPumpStatus,2
ea st prs sp,eq mz ahu | unit inwc | kind analog,returnPressureSp,exhaustPressureSp,2
clg o,eq dole ftu b | unit percent | kind analog,coolingDemand,coolingValve,2
supply temp,eq se dual temp | unit degf | kind analog,secLeavingTemp,dischargeTemp,2
vlv comd,eq level vav ju | unit percent | kind analog,reHeatingValve,heatingValve,2
vlv comd,eq level fpv u2 | unit percent | kind analog,reHeatingValve,heatingValve,2
vlv comd,eq level fpv r | unit percent | kind analog,reHeatingValve,heatingValve,2
supply temp,eq sw dual temp | unit degf | kind analog,secLeavingTemp,dischargeTemp,2
chws tmp sp,eq chiller | unit degf | kind analog,evapLeavingTempSp,secLeavingTempSp,2
chws tmp,eq eru | unit degf | kind analog,priLeavingTemp,secLeavingTemp,2
hwp vfd spd,unit percent | kind analog,priPumpSpeed,secPumpSpeed,2
hwp sts,eq boiler system | unit off | kind binary,priPumpStatus,secPumpStatus,2
nci max flow,eq ncfb b public level b pl i5 | unit cfm | kind analog,dischargeFlowMaxSp,dischargeFlowCoolMaxSp,2
chwp pri chw pmp cmd,eq chiller cm | unit stop | kind binary,evapPump,priPump,2
chwp o,eq dole chw system | unit percent | kind analog,secPumpSpeed,evapPumpSpeed,2
chws t,eq chilled water systems hxb | unit degf | kind analog,secLeavingTemp,evapLeavingTemp,2
chws flw rat,eq trane chiller | unit percent | kind analog,evapLeavingFlow,secLeavingFlow,2
chwr tmp,eq chiller | unit degf | kind analog,evapEnteringTemp,secEnteringTemp,2
chwr t,eq chilled water systems hxb | unit degf | kind analog,secEnteringTemp,evapEnteringTemp,2
chwp vfd spd,unit percent | kind analog,secPumpSpeedFb,secPumpSpeed,2
vlv comd,eq t us acb a acb d | unit percent | kind analog,waterValve,heatingValve,2
inlet dmp cmd,eq conference rm ahu fpb | unit percent | kind analog,intakeDamper,dischargeDamper,2
inlet dmp cmd,eq brdr sec fas ahu fpb | unit percent | kind analog,intakeDamper,dischargeDamper,2
mphd c,eq dole ahu | unit open | kind binary,outsideIsoDamper,minOutsideDamperFb,2
minoacmd,eq v floor n ahu | unit percent | kind analog,minOutsideDamper,minOutsideDamperFb,2
sys ena,eq sf ww monitoring | unit on | kind binary,occupancyMode,systemEnable,2
vfd sts,eq chw system | unit stop | kind binary,twrFanStatus,dischargeFanStatus,2
vfd sts,eq chw system | unit run | kind binary,twrFanStatus,dischargeFanStatus,2
valve,eq cooling towers towers | unit open | kind binary,twrEnteringIsoValve,waterValve,2
chwp ss,eq v floor chwp | unit off | kind binary,secPump,evapPumpEnable,2
chwp s,eq emd chillers chillers | unit off | kind binary,priPumpStatus,evapPumpStatus,2
chwp s,eq dole chw system | unit off | kind binary,secPumpStatus,evapPumpStatus,2
chwp pri chw pmp sts,eq chiller cm | unit stopped | kind binary,evapPumpStatus,priPumpStatus,2
hwr tmp,eq eru | unit degf | kind analog,priEnteringTemp,secEnteringTemp,2
vlv comd,eq level vav q | unit percent | kind analog,reHeatingValve,heatingValve,2
vlv comd,eq level vav m2 | unit percent | kind analog,reHeatingValve,heatingValve,2
vlv pos,eq level fpv u2 | unit percent | kind analog,reHeatingValveFb,heatingValveFb,2
chw pmp spd,eq norris cotton chiller | unit percent | kind analog,evapPumpSpeed,secPumpSpeed,2
chw pmp cmd,eq norris cotton chiller | unit off | kind binary,evapPump,secPump,2
chw iso vlv cmd,eq chilled water systems chl | unit percent | kind analog,evapLeavingIsoValve,evapEnteringIsoValve,2
chw flw rat,eq chilled water systems chl | unit galmin | kind analog,evapEnteringFlow,evapLeavingFlow,2
vlv pos,eq level fpv r | unit percent | kind analog,reHeatingValveFb,heatingValveFb,2
chwp c,eq emd chillers chillers | unit off | kind binary,priPump,evapPump,2
chwp c,eq dole chw system | unit off | kind binary,secPump,evapPump,2
chw vlv pos,eq erv | unit percent | kind analog,coolingValveFb,coolingValve,2
vlv comd,eq level fpv j1 | unit percent | kind analog,reHeatingValve,heatingValve,2
vlv comd,eq t us acbb a acbb | unit percent | kind analog,waterValve,heatingValve,2
vlv comd,eq t us acb g | unit percent | kind analog,waterValve,heatingValve,2
vlv comd,eq t us acb f acb b | unit percent | kind analog,waterValve,heatingValve,2
chw v,eq chilled water systems hxb | unit percent | kind analog,secEnteringIsoValve,coolingValve,2
chw pump sts,eq zfb cw hw pumps vlvs cw system | unit off | kind binary,secPumpStatus,coolingCoilPumpStatus,2
chw pmp sts,eq norris cotton chiller | unit off | kind binary,evapPumpStatus,secPumpStatus,2
min ht vol sp,eq flr east vav e7 | unit cfm | kind analog,dischargeFlowHeatSp,dischargeFlowHeatMinSp,2
min ht vol sp,eq flr east vav e6 | unit cfm | kind analog,dischargeFlowHeatSp,dischargeFlowHeatMinSp,2
vlv pos,eq t us acbb a acbb | unit percent | kind analog,waterValveFb,heatingValveFb,2
vlv pos,eq t us acb g | unit percent | kind analog,waterValveFb,heatingValveFb,2
vlv pos,eq t us acb f acb b | unit percent | kind analog,waterValveFb,heatingValveFb,2
chlr cmd,eq chws | unit off | kind binary,chiller,chillerEnable,2
chlr cmd,eq chws outs | unit off | kind binary,chiller,chillerEnable,2
chlr cmd,eq chilled water systems chl | unit off | kind binary,chiller,chillerEnable,2
minoacmd,eq v floor ahu | unit percent | kind analog,minOutsideDamper,minOutsideDamperFb,2
min oa sp,eq mnb ahc c | unit percent | kind analog,outsideFlowMinSp,minOutsideDamperMinSp,2
inlet dmp cmd,eq training room ahu fpb | unit percent | kind analog,intakeDamper,dischargeDamper,2
inlet dmp cmd,eq room ahu vav | unit percent | kind analog,intakeDamper,dischargeDamper,2
min oa flow,eq mnb ahc c | unit cfm | kind analog,outsideFlowMinSp,minOutsideFlow,2
vlv pos,eq level vav q | unit percent | kind analog,reHeatingValveFb,heatingValveFb,2
vlv pos,eq level vav m2 | unit percent | kind analog,reHeatingValveFb,heatingValveFb,2
vlv pos,eq level vav ju | unit percent | kind analog,reHeatingValveFb,heatingValveFb,2
ch ena twr,eq chillers chiller | unit enabled | kind binary,twrEnable,chiller,2
ch ena,unit off | kind binary,chiller,chillerEnable,2
vlv pos,eq level fpv j1 | unit percent | kind analog,reHeatingValveFb,heatingValveFb,2
iso vlv cmd,eq hot water systems blr | unit off | kind binary,priLeavingIsoValve,twrIsoValve,2
min ht vol sp,eq flr east vav e9 | unit cfm | kind analog,dischargeFlowHeatSp,dischargeFlowHeatMinSp,2
pmp cmd,eq chws | unit off | kind binary,evapPump,secPump,2
pht,eq q2 ahu | unit degf | kind analog,preHeatingCoilDischargeTemp,heatingCoilDischargeTemp,2
heat cool,eq ahu vav fd e4 | unit cool | kind binary,heatingEnable,hvacMode,2
heat cool,eq ahu vav fd e3 | unit heat | kind binary,heatingEnable,hvacMode,2
heat cool,eq ahu vav fd e3 | unit cool | kind binary,heatingEnable,hvacMode,2
heat cool,eq ahu vav fd e1 | unit heat | kind binary,heatingEnable,hvacMode,2
heat cool,eq ahu cav | unit heat | kind binary,heatingEnable,hvacMode,2
econ ena,eq ahu w | unit off | kind binary,cool,econEnable,2
eff occ,eq erv | unit ococcupied | kind analog,occupiedMode,occupancyMode,2
ef spd,unit percent | kind analog,exhaustFanSpeedFb,exhaustFanSpeed,2
min ht vol sp,eq flr east vav e8 | unit cfm | kind analog,dischargeFlowHeatSp,dischargeFlowHeatMinSp,2
cc vlv pos,eq eru | unit percent | kind analog,coolingValveFb,coolingValve,2
cc tmp,eq ahu w2 | unit degf | kind analog,dischargeTemp,coolingCoilDischargeTemp,2
vlv pos,eq t us acb a acb d | unit percent | kind analog,waterValveFb,heatingValveFb,2
min ht vol sp,eq flr east vav e5 | unit cfm | kind analog,dischargeFlowHeatSp,dischargeFlowHeatMinSp,2
min ht vol sp,eq flr east vav e4 | unit cfm | kind analog,dischargeFlowHeatSp,dischargeFlowHeatMinSp,2
min ht vol sp,eq flr east vav e1 | unit cfm | kind analog,dischargeFlowHeatSp,dischargeFlowHeatMinSp,2
max cl vol sp,eq flr east vav e9 | unit cfm | kind analog,dischargeFlowMaxSp,dischargeFlowCoolMaxSp,2
max cl vol sp,eq flr east vav e8 | unit cfm | kind analog,dischargeFlowMaxSp,dischargeFlowCoolMaxSp,2
max cl vol sp,eq flr east vav e7 | unit cfm | kind analog,dischargeFlowMaxSp,dischargeFlowCoolMaxSp,2
max cl vol sp,eq flr east vav e6 | unit cfm | kind analog,dischargeFlowMaxSp,dischargeFlowCoolMaxSp,2
max cl vol sp,eq flr east vav e5 | unit cfm | kind analog,dischargeFlowMaxSp,dischargeFlowCoolMaxSp,2
max cl vol sp,eq flr east vav e4 | unit cfm | kind analog,dischargeFlowMaxSp,dischargeFlowCoolMaxSp,2
max cl vol sp,eq flr east vav e1 | unit cfm | kind analog,dischargeFlowMaxSp,dischargeFlowCoolMaxSp,2
chl cmd,eq bchillwatersystem chw sys | unit on | kind binary,chillerStatus,chiller,2
chl chw iso vlv cmd,eq bchillwatersystem chw sys | unit closed | kind binary,evapIsoValve,priEnteringIsoValve,2
chiller enable,eq chiller | unit disabled | kind binary,chiller,chillerEnable,2
blr blr lvg tmp,eq boiler cm | unit degf | kind analog,waterLeavingTemp,priLeavingTemp,2
avg space temp,eq ndio math sequence | unit degf | kind analog,zoneTemp,zoneTempAvg,2
cdt,eq air handling systems a p | unit degf | kind analog,dischargeTemp,coldDeckDischargeTemp,2
ef cmd,eq erv | unit on | kind binary,returnFan,exhaustFan,2
capacity,eq chiller | unit percent | kind analog,chillerLoad,coolingDemand,2
boiler start,eq ejbfc hot water hot water | unit off | kind binary,boiler,boilerEnable,2
min cl vol sp,eq flr east vav e6 | unit cfm | kind analog,dischargeFlowMinSp,dischargeFlowCoolMinSp,2
min cl vol sp,eq flr east vav e5 | unit cfm | kind analog,dischargeFlowMinSp,dischargeFlowCoolMinSp,2
max sa tmp sp,eq ahu | unit degf | kind analog,mixedTempHiSp,dischargeTempMaxSp,2
zn t sp clg,eq th flr fvav b2 | unit degc | kind analog,zoneCoolSp,occupiedCoolSp,2
zn t sp clg,eq th flr fvav b1 | unit degc | kind analog,zoneCoolSp,occupiedCoolSp,2
zn t sp clg,eq th flr fvav a2 | unit degc | kind analog,zoneCoolSp,occupiedCoolSp,2
zn t sp clg,eq th flr fvav a1 | unit degc | kind analog,zoneCoolSp,occupiedCoolSp,2
zn t sp htg,eq rd flr fv a2 | unit degc | kind analog,zoneHeatSp,occupiedHeatSp,2
zn t sp clg,eq rd flr vav a | unit degc | kind analog,zoneCoolSp,occupiedCoolSp,2
zn t sp clg,eq rd flr fv b2 | unit degc | kind analog,zoneCoolSp,occupiedCoolSp,2
min cl vol sp,eq flr east vav e8 | unit cfm | kind analog,dischargeFlowMinSp,dischargeFlowCoolMinSp,2
min cl vol sp,eq flr east vav e7 | unit cfm | kind analog,dischargeFlowMinSp,dischargeFlowCoolMinSp,2
out,eq hvac oa damper | unit percent | kind analog,outsideDamper,zoneTemp,2
out,eq trane chiller chlr chlr sts | unit stopped | kind binary,chillerStatus,zoneTemp,2
out,eq setpoint constant unoccupied heat | unit degf | kind analog,unoccupiedHeatSp,zoneTemp,2
out,eq setpoint constant unoccupied cool | unit degf | kind analog,unoccupiedCoolSp,zoneTemp,2
out,eq setpoint constant occupied heat | unit degf | kind analog,occupiedHeatSp,zoneTemp,2
out,eq setpoint constant occupied cool | unit degf | kind analog,occupiedCoolSp,zoneTemp,2
ev flw sw,eq chl | unit on | kind binary,evapFlowStatus,evapLeavingFlow,2
ena,eq usfch basement hx | unit off | kind binary,systemEnable,unitEnable,2
fan status,eq ef ef | unit active | kind binary,exhaustFanStatus,dischargeFanStatus,2
zn t sp htg,eq rd flr fv b1 | unit degc | kind analog,zoneHeatSp,occupiedHeatSp,2
zn t sp htg,eq rd flr fv b2 | unit degc | kind analog,zoneHeatSp,occupiedHeatSp,2
zn t sp htg,eq rd flr vav a | unit degc | kind analog,zoneHeatSp,occupiedHeatSp,2
zn t sp htg,eq th flr fvav a1 | unit degc | kind analog,zoneHeatSp,occupiedHeatSp,2
air temp sp,eq cau b | unit degf | kind analog,dischargeTempSp,returnTempSp,2
zn tmp,eq v1 rm | unit percent | kind analog,heatingValve,zoneTemp,1
bst pmp en,eq prettyman ahu g heat cool control | unit on | kind binary,circPump,circPumpEnable,1
boiler start,eq ejbfc hot water hot water | unit run | kind binary,boiler,boilerEnable,1
bo chwp ss,eq plant | unit false | kind binary,evapPumpStatus,evapPump,1
blr iso vlv cmd,eq hws | unit closed | kind binary,priLeavingIsoValve,priEnteringIsoValve,1
blr iso fbk,eq flr bn hw sys | unit on | kind binary,boiler,priLeavingIsoValveFb,1
zn t sp htg,eq bsmt fc b | unit degc | kind analog,zoneHeatSp,occupiedHeatSp,1
zn t sp htg,eq bsmt fc a | unit degc | kind analog,zoneHeatSp,occupiedHeatSp,1
zn t sp clg,eq th flr fvav | unit degc | kind analog,zoneCoolSp,occupiedCoolSp,1
ccv,eq air handling systems mau p | unit volts | kind analog,coolingValveFb,coolingValve,1
cc vlv pos,eq ahub | unit percent | kind analog,coolingValveFb,coolingValve,1
cc vlv cmd,eq chiller cm | unit percent | kind analog,coolingValveFb,coolingValve,1
cc v,eq mahu a os | unit percent | kind analog,coolingValveFb,coolingValve,1
cdsa tmp sp,eq flr bn ahus | unit degf | kind analog,dischargeTempSp,coldDeckDischargeTempSp,1
cdsa tmp,eq flr bn ahus | unit degf | kind analog,dischargeTemp,coldDeckDischargeTemp,1
cd flw sw,eq heat recover chillers hrc c2 | unit off | kind binary,condEnteringFlow,condFlowStatus,1
cd flw sw,eq heat recover chillers hrc c1 | unit on | kind binary,condEnteringFlow,condFlowStatus,1
min flow sp,eq dd e rm oa | unit cfm | kind analog,outsideFlowMinSp,dischargeFlowMinSp,1
min flow heat sp,eq vav fl vav | unit cfm | kind analog,dischargeFlowHeatSp,dischargeFlowHeatMinSp,1
min flow,eq atu | unit cfm | kind analog,dischargeFlowMinSp,dischargeFlowCoolMinSp,1
min cl vol sp,eq flr north east vav c8 | unit cfm | kind analog,dischargeFlowMinSp,dischargeFlowCoolMinSp,1
min cl vol sp,eq flr north east vav c7 | unit cfm | kind analog,dischargeFlowMinSp,dischargeFlowCoolMinSp,1
min cl vol sp,eq flr north east vav c6 | unit cfm | kind analog,dischargeFlowMinSp,dischargeFlowCoolMinSp,1
min cl vol sp,eq flr north east vav c5 | unit cfm | kind analog,dischargeFlowMinSp,dischargeFlowCoolMinSp,1
min cl vol sp,eq flr north east vav c4 | unit cfm | kind analog,dischargeFlowMinSp,dischargeFlowCoolMinSp,1
min cl vol sp,eq flr north east vav c3 | unit cfm | kind analog,dischargeFlowMinSp,dischargeFlowCoolMinSp,1
min cl vol sp,eq flr north east vav c2 | unit cfm | kind analog,dischargeFlowMinSp,dischargeFlowCoolMinSp,1
min cl vol sp,eq flr north east vav c1 | unit cfm | kind analog,dischargeFlowMinSp,dischargeFlowCoolMinSp,1
max sa st prs sp,eq ahu wb logic | unit inwc | kind analog,dischargePressureMaxSp,dischargeFlowMaxSp,1
max sa st prs sp,eq ac s ps | unit inwc | kind analog,dischargePressureMaxSp,dischargeFlowMaxSp,1
max flow sp,eq dd e rm oa | unit cfm | kind analog,outsideFlowMaxSp,dischargeFlowMaxSp,1
max flow cool sp,eq ncfb b second floor b i5 | unit cfm | kind analog,dischargeFlowMaxSp,dischargeFlowCoolMaxSp,1
min cl vol sp,eq flr east vav e3 | unit cfm | kind analog,dischargeFlowMinSp,dischargeFlowCoolMinSp,1
max flow,eq atu b1 | unit cfm | kind analog,dischargeFlowMaxSp,dischargeFlowCoolMaxSp,1
max cl vol sp,eq flr north east vav c8 | unit cfm | kind analog,dischargeFlowMaxSp,dischargeFlowCoolMaxSp,1
max cl vol sp,eq flr north east vav c7 | unit cfm | kind analog,dischargeFlowMaxSp,dischargeFlowCoolMaxSp,1
max cl vol sp,eq flr north east vav c6 | unit cfm | kind analog,dischargeFlowMaxSp,dischargeFlowCoolMaxSp,1
max cl vol sp,eq flr north east vav c5 | unit cfm | kind analog,dischargeFlowMaxSp,dischargeFlowCoolMaxSp,1
max cl vol sp,eq flr north east vav c4 | unit cfm | kind analog,dischargeFlowMaxSp,dischargeFlowCoolMaxSp,1
max cl vol sp,eq flr north east vav c3 | unit cfm | kind analog,dischargeFlowMaxSp,dischargeFlowCoolMaxSp,1
max cl vol sp,eq flr north east vav c2 | unit cfm | kind analog,dischargeFlowMaxSp,dischargeFlowCoolMaxSp,1
max cl vol sp,eq flr north east vav c1 | unit cfm | kind analog,dischargeFlowMaxSp,dischargeFlowCoolMaxSp,1
min flow stpt,eq denney fourth sdva vs | unit cfm | kind analog,dischargeFlowHeatSp,dischargeFlowCoolMinSp,1
min flow stpt,eq ddva vs ddc b | unit cfm | kind analog,dischargeFlowHeatSp,dischargeFlowCoolMinSp,1
min flow sp,eq vav c | unit cfm | kind analog,dischargeFlowCoolMinSp,dischargeFlowMinSp,1
min flow sp,eq vav b | unit cfm | kind analog,dischargeFlowCoolMinSp,dischargeFlowMinSp,1
min flow sp,eq vav a | unit cfm | kind analog,dischargeFlowCoolMinSp,dischargeFlowMinSp,1
min flow sp,eq ddvavm | unit cfm | kind analog,dischargeFlowHeatMinSp,dischargeFlowMinSp,1
min flow sp,eq ddvavm north east | unit cfm | kind analog,dischargeFlowHeatMinSp,dischargeFlowMinSp,1
